latitude,longitude,id,icao24bit,heading,altitude,groundSpeed,squawk,aircraftCode,registration,time,originAirportIata,destinationAirportIata,number,airlineIata,onGround,verticalSpeed,callsign,airlineIcao
76.157,-81.195,38586b6c,AABD7F,239,34000,480,,B772,N791UA,1734195863,MUC,SFO,UA195,UA,0,0,UAL195,UAL
76.141,-78.472,38582217,3C64EF,249,32000,388,,A343,D-AIGO,1734195861,FRA,YVR,LH492,LH,0,0,DLH492,DLH
77.054,-59.314,38588b88,484411,298,37996,465,,A332,PH-AOC,1734195861,AMS,YVR,KL681,KL,0,0,KLM219,KLM
81.2,-49.351,38589d3a,47880D,273,34000,466,,A333,LN-RKT,1734195863,CPH,SFO,SK935,SK,0,0,SAS935,SAS
79.156,-47.879,38588a08,3C65AB,272,35992,485,,A388,D-AIMK,1734195863,MUC,LAX,LH452,LH,0,0,DLH452,DLH
68.427,-150.427,3858ffd4,A4B8C3,349,23950,279,,C130,N403LC,1734195872,ANC,,L2403,L2,0,-64,LYC403,LYC
68.455,-97.755,3858fce2,C05E0B,56,22975,262,,AT72,C-GJPY,1734195874,YZF,YCB,SUT7181,SU,0,0,SUT7181,SUT
74.202,-85.92,38585cde,3C64EE,240,36000,410,,A343,D-AIGN,1734195874,FRA,SEA,LH490,LH,0,0,DLH490,DLH
73.78,-69.816,385809f3,710112,240,36000,475,,B77W,HZ-AK40,1734195871,JED,LAX,SV41,SV,0,0,SVA041,SVA
70.045,-51.968,3858917d,406B21,272,36000,460,,A388,G-XLEH,1734195875,LHR,SFO,BA285,BA,0,64,BAW5L,BAW
72.894,-33.075,38586c94,4BB143,276,31996,470,,B77W,TC-LJC,1734195871,IST,LAX,TK9,TK,0,0,THY9,THY
69.082,-30.617,3858bb3d,C01734,289,30000,490,,B77W,C-FIUL,1734195871,LHR,YVR,AC861,AC,0,0,ACA861,ACA
73.603,-29.448,38589b17,3C7A45,295,36000,437,,A339,D-ANRE,1734195874,FRA,SEA,DE2032,DE,0,0,CFG2032,CFG
75.547,-27.936,38589e4b,A1F5FF,302,30000,480,,B77W,N2250U,1734195867,FRA,SFO,UA59,UA,0,0,UAL59,UAL
72.653,-27.236,38586cfb,4BA94E,281,32000,461,,B77W,TC-JJN,1734195871,IST,SFO,TK79,TK,0,0,THY79K,THY
75.355,-26.658,38589aa5,4B191E,303,32000,490,,B77W,HB-JNI,1734195874,ZRH,SFO,LX38,LX,0,-64,SWR38K,SWR
69.844,-12.368,3858bbc0,3C5B32,314,36000,434,,A333,D-AFYR,1734195871,FRA,YYC,4Y76,4Y,0,0,OCN76,OCN
