latitude,longitude,id,icao24bit,heading,altitude,groundSpeed,squawk,aircraftCode,registration,time,originAirportIata,destinationAirportIata,number,airlineIata,onGround,verticalSpeed,callsign,airlineIcao
84.152,-48.849,36ee6b9a,8964B3,286,36000,498,,A388,A6-EVE,1725372229,DXB,LAX,EK215,EK,0,0,UAE83M,UAE
83.748,-32.158,36ee7034,8964B6,290,36000,497,,A388,A6-EVH,1725372233,DXB,SFO,EK225,EK,0,0,UAE51N,UAE
75.692,-82.547,36eed457,406591,244,34000,477,,B77W,G-STBE,1725372241,LHR,SEA,BA53,BA,0,0,BAW5EA,BAW
75.725,-73.363,36eedeeb,406A05,249,36000,480,,A388,G-XLEF,1725372240,LHR,SFO,BA285,BA,0,0,BAW5L,BAW
81.08,-79.027,36ee6050,06A2B6,242,34000,486,,B77W,A7-BER,1725372233,DOH,SEA,QR719,QR,0,0,QTR719,QTR
76.289,-76.647,36eed5fc,3C4B29,251,33000,488,,B748,D-ABYI,1725372243,FRA,SFO,LH454,LH,0,0,DLH454,DLH
76.723,-69.781,36eedda7,3C4B2B,258,34000,472,,B748,D-ABYK,1725372244,FRA,LAX,LH456,LH,0,0,DLH456,DLH
76.764,-68.967,36eed690,3C6517,259,35000,469,,A346,D-AIHW,1725372244,FRA,SEA,LH490,LH,0,0,DLH490,DLH
77.815,-63.987,36ee6d7a,06A12A,257,37996,490,,A35K,A7-ANN,1725372241,DOH,LAX,QR739,QR,0,0,QTR30P,QTR
75.887,-61.454,36eeeb22,C02EBD,251,38000,477,,B789,C-FRSE,1725372237,LHR,YYC,AC851,AC,0,0,ACA851,ACA
77.004,-60.24,36eee457,A47FDE,276,35996,499,,B789,N38955,1725372245,LHR,SFO,UA900,UA,0,0,UAL900,UAL
82.06,-41.976,36ee795d,06A120,270,37000,500,,A35K,A7-AND,1725372241,DOH,SFO,QR737,QR,0,0,QTR21R,QTR
75.864,-30.021,36eefd6a,A9F502,301,36000,516,,B772,N74007,1725372241,MUC,SFO,UA195,UA,0,0,UAL195,UAL
77.693,-8.168,36ee4aa0,3C4B2D,152,35000,483,,B748,D-ABYM,1725372237,HND,FRA,LH717,LH,0,0,DLH717,DLH
81.282,-6.028,36ee88f2,89644D,318,34000,509,,B77W,A6-EPX,1725372241,DXB,SEA,EK229,EK,0,0,UAE229,UAE
78.214,15.634,36efb5a0,478FFF,235,25,12,,AS50,LN-OGY,1725372248,LYR,,,,1,-256,LNOGY,
69.814,-104.044,36eebaed,485B43,216,35975,489,,B78X,PH-BKC,1725372252,AMS,SFO,KL605,KL,0,0,KLM277,KLM
71.576,-91.736,36eec8ad,AB4FD4,231,36000,466,,A333,N828NW,1725372253,AMS,PDX,DL179,DL,0,0,DAL179,DAL
72.982,-90.117,36eec2a5,C010A8,241,38000,490,,B789,C-FGHZ,1725372249,FRA,YVR,AC839,AC,0,0,ACA839,ACA
74.871,-87.973,36eecfd5,3949E3,242,36000,489,,B772,F-GSPD,1725372245,CDG,YVR,AF374,AF,0,0,AFR374G,AFR
73.894,-87.912,36eed12e,39CF0F,237,40000,495,,A359,F-HTYP,1725372245,CDG,SEA,AF338,AF,0,0,AFR338,AFR
74.85,-87.679,36eec936,394A00,233,35000,481,,B77W,F-GSQA,1725372249,CDG,SFO,AF84,AF,0,0,AFR84J,AFR
72.168,-78.033,36eee1e6,C0103A,255,38000,478,,B789,C-FGDT,1725372245,DUB,YVR,AC919,AC,0,0,ACA919,ACA
69.845,-77.353,36ef488f,C016D2,326,21550,210,,AT43,C-FIQR,1725372253,YFB,YAB,5T880,5T,0,0,AKT880,AKT
75.591,-65.218,36ee1eab,406F75,111,39000,504,,B789,G-ZBKI,1725372250,HND,LHR,BA6,BA,0,-64,BAW6,BAW
72.828,-56.219,36efa0a6,45A2B3,177,2075,149,,EC55,OY-HUS,1725372251,,,,,0,-512,OYHUS,
70.079,-47.502,36eeebfd,A2A3D2,267,35975,463,,B789,N26970,1725372250,FRA,DEN,UA181,UA,0,-64,UAL181,UAL
69.429,-46.799,36eefe65,4ACA63,252,38000,450,,A359,SE-RSC,1725372250,CPH,LAX,SK931,SK,0,0,SAS931,SAS
72.276,-45.897,36eef08a,39B493,273,38000,470,,A359,F-HNET,1725372253,ORY,SFO,BF714,BF,0,0,FBU94Q,FWI
71.153,-39.072,36ee6436,896187,243,38000,453,,A388,A6-EEH,1725372245,DXB,JFK,EK201,EK,0,0,UAE69R,UAE
72.029,-33.934,36ef0f30,406ECD,300,36808,482,,B789,G-VMAP,1725372245,LHR,SFO,VS19,VS,0,0,VIR19Z,VIR
