latitude,longitude,id,icao24bit,heading,altitude,groundSpeed,squawk,aircraftCode,registration,time,originAirportIata,destinationAirportIata,number,airlineIata,onGround,verticalSpeed,callsign,airlineIcao
84.95,-120.937,37da0bc6,3C4B2B,58,33004,458,,B748,D-ABYK,1730808422,HND,FRA,LH717,LH,0,0,DLH717,DLH
85.444,-57.731,37d9fa4b,4B191F,107,33304,462,,B77W,HB-JNJ,1730808420,NRT,ZRH,LX161,LX,0,0,SWR161,SWR
79.425,-134.265,37da1824,48436B,50,35000,444,,B772,PH-BQD,1730808429,NRT,AMS,KL862,KL,0,0,KLM862,KLM
80.544,-122.717,37da0c1d,485785,63,38996,463,,B789,PH-BHN,1730808429,KIX,AMS,KL868,KL,0,0,KLM868,KLM
77.917,-121.14,37da489d,789234,309,35996,478,,A359,B-LQB,1730808431,JFK,HKG,CX843,CX,0,0,CPA843,CPA
77.682,-18.18,37d9d10c,3C670D,126,40025,514,,A359,D-AIXM,1730808433,HND,MUC,LH715,LH,0,64,DLH715,DLH
78.718,9.431,37da0bc0,801538,103,35000,520,,B77L,VT-AEE,1730808435,SFO,BLR,AI176,AI,0,-64,AIC176,AIC
75.656,36.17,37da1f09,06A12D,320,34996,420,,A35K,A7-ANQ,1730808435,DOH,LAX,QR739,QR,0,0,QTR8J,QTR
75.645,36.206,37da2039,06A124,320,35996,417,,A35K,A7-ANH,1730808435,DOH,SFO,QR737,QR,0,0,QTR34X,QTR
79.96,48.983,37da2e26,789214,91,37000,512,,A35K,B-LXB,1730808433,BOS,HKG,CX811,CX,0,0,CPA811,CPA
81.54,62.291,37da2076,89655B,348,38000,473,,A388,A6-EVO,1730808438,DXB,LAX,EK215,EK,0,0,UAE83M,UAE
79.229,64.751,37da23d7,8964B2,351,38000,461,,A388,A6-EVD,1730808435,DXB,SFO,EK225,EK,0,0,UAE51N,UAE
78.923,177.104,37da3120,78921A,248,36000,472,,A35K,B-LXH,1730808438,YYZ,HKG,CX829,CX,0,0,CPA829,CPA
71.827,-115.015,37da0cd3,406F78,81,36996,505,,B789,G-ZBKL,1730808442,HND,LHR,BA6,BA,0,0,BAW6,BAW
71.583,-52.991,37d9c74d,406D79,104,38975,495,,B789,G-ZBKC,1730808444,HND,LHR,BA8,BA,0,0,BAW8,BAW
73.341,-33.418,37da62be,8004DA,56,33000,516,,B77L,VT-ALF,1730808442,YYZ,DEL,AI190,AI,0,0,AIC190,AIC
74.874,-32.33,37d9c9b5,869560,143,35000,469,,B77W,JA795A,1730808442,HND,LHR,NH211,NH,0,0,ANA211,ANA
69.566,-25.173,37da1e1f,507C50,253,40000,410,,B788,UK78703,1730808445,TAS,JFK,HY101,HY,0,-64,UZB101,UZB
