latitude,longitude,id,icao24bit,heading,altitude,groundSpeed,squawk,aircraftCode,registration,time,originAirportIata,destinationAirportIata,number,airlineIata,onGround,verticalSpeed,callsign,airlineIcao
71.288,-156.754,387ac0d6,AB4B8D,180,0,0,,PC24,N827HB,1735149931,BRW,,,,1,0,N827HB,
70.116,-94.583,387a3b9b,484411,225,38000,444,,A332,PH-AOC,1735149933,AMS,YVR,KL681,KL,0,0,KLM219,KLM
68.58,-86.496,387a4656,4ACA65,225,36536,464,,A359,SE-RSE,1735149936,CPH,LAX,SK931,SK,0,0,SAS931,SAS
69.87,-80.645,387a4a34,4007FA,234,38000,452,,B772,G-YMMO,1735149936,LHR,LAX,BA281,BA,0,0,BAW21B,BAW
72.017,-72.514,387a69bb,4D0104,246,34004,478,,B748,LX-VCD,1735149933,PIK,LAX,CV6293,CV,0,0,CLX25N,CLX
71.516,-69.859,387a5276,394A15,250,32000,480,,B77W,F-GSQV,1735149936,CDG,LAX,AF24,AF,0,0,AFR24U,AFR
71.884,-67.33,387a4884,4B191C,264,33000,470,,B77W,HB-JNG,1735149926,ZRH,LAX,LX40,LX,0,0,SWR40,SWR
72.87,-63.828,387a4cb8,4B1919,261,33000,477,,B77W,HB-JND,1735149937,ZRH,SFO,LX38,LX,0,0,SWR38K,SWR
70.063,-58.813,387a1ca4,4BA952,266,32000,461,,B77W,TC-JJR,1735149926,IST,SFO,TK79,TK,0,0,THY79K,THY
70.059,-57.005,387a677b,C0171A,268,32000,474,,B77W,C-FITL,1735149937,LHR,YVR,AC861,AC,0,0,ACA861,ACA
75.068,-56.568,387a5b42,3C6566,267,38000,477,,A333,D-AIKF,1735149936,FRA,YYC,4Y76,4Y,0,0,OCN76,OCN
68.517,-44.298,387a54b2,789247,19,33000,497,,A35K,B-LXO,1735149933,JFK,HKG,CX841,CX,0,0,CPA841,CPA
70.188,-41.65,387a7901,407AF2,282,38992,472,,B78X,G-ZBLG,1735149936,LHR,PDX,BA267,BA,0,0,BAW71K,BAW
69.106,-15.434,387a8629,461F08,269,36000,429,,A333,OH-LTO,1735149936,HEL,JFK,AY15,AY,0,-64,FIN15,FIN
69.679,18.908,387a77fb,440075,281,0,0,,A20N,OE-LSV,1735149938,AMS,TOS,U27991,U2,1,0,EJU46ZH,EZY
69.688,18.919,387ac83b,47A185,104,0,0,,B738,LN-ENT,1735149935,TOS,OSL,DY8413,DY,1,0,NOZ8413,NOZ
69.719,18.943,387a8e2f,4787B3,193,1275,141,,B738,LN-NGD,1735149937,MAN,TOS,DY1329,DY,0,-960,NOZ1329,NOZ
75.285,26.882,387a1c3e,8004DB,296,36000,456,,B77L,VT-ALG,1735149937,DEL,YYZ,AI189,AI,0,0,AIC189,AIC
69.157,87.248,387a7944,151DBC,81,33000,488,,B77W,RA-73148,1735149939,SVO,PKC,SU1730,SU,0,0,AFL1730,AFL
61.268,-155.117,387ac08d,A7F08E,267,38000,480,,B748,N610UP,1735149941,ANC,PVG,5X80,5X,0,0,UPS80,UPS
61.278,-154.324,387ac208,A3CDFA,268,38025,444,,B763,N344UP,1735149941,ANC,KIX,5X104,5X,0,-64,UPS104,UPS
61.445,-150.753,387a5651,781E83,305,38000,479,,A359,B-32CR,1735149941,TIJ,SZX,CZ8032,CZ,0,0,CSN8032,CSN
64.719,-148.275,387ac8de,A880B0,244,11325,276,,E75L,N647QX,1735149941,FAI,ANC,AS2412,AS,0,2752,QXE2412,ASA
64.371,-148.271,387abc66,AC383B,18,8800,281,,DH8A,N887EA,1735149940,ANC,FAI,7H8121,7H,0,-1024,RVF8121,RVF
61.289,-135.774,387aa273,71BC20,93,33000,541,,B744,HL7420,1735149941,ANC,ORD,OZ2923,OZ,0,0,AAR2923,AAR
66.72,-119,3879c6fd,89617B,180,36000,449,,B77W,A6-EGC,1735149940,DXB,SEA,EK229,EK,0,0,UAE229,UAE
66.024,-106.961,387acfa7,C0268C,155,2425,117,,DH6C,C-FOPN,1735149929,,,,,0,-320,CFOPN,TID
66.29,-97.635,387a32e9,484416,220,38000,442,,B772,PH-BQM,1735149940,AMS,YYC,KL677,KL,0,0,KLM677,KLM
66.958,-94.849,387a3777,406B20,229,38004,449,,A388,G-XLEG,1735149940,LHR,SFO,BA285,BA,0,0,BAW5L,BAW
67.769,-93.034,387a36e3,406C3B,228,38004,450,,B789,G-VZIG,1735149942,LHR,SFO,VS19,VS,0,0,VIR19Z,VIR
63.994,-63.533,387a45ab,3C6509,234,36000,429,,A346,D-AIHI,1735149940,FRA,DEN,LH446,LH,0,0,DLH446,DLH
