latitude,longitude,id,icao24bit,heading,altitude,groundSpeed,squawk,aircraftCode,registration,time,originAirportIata,destinationAirportIata,number,airlineIata,onGround,verticalSpeed,callsign,airlineIcao
84.508,-19.986,364f7451,789245,26,35000,498,,A35K,B-LXM,1721874452,YYZ,HKG,CX825,CX,0,0,CPA825,CPA
78.9,4.636,364f118c,80153B,98,34000,502,,B77L,VT-AEI,1721874470,SFO,DEL,AI174,AI,0,0,AIC174,AIC
69.202,-177.884,364f2ed0,781E2B,248,32000,460,,B77L,B-222J,1721874476,ORD,PVG,CK228,CK,0,0,CKK228,CKK
70.997,-157.493,36505525,AA2E27,67,3050,182,,C208,N755RV,1721874475,AIN,,,,0,0,N755RV,
70.969,-152.674,36502edd,A36DEC,285,10550,145,,C208,N32WA,1721874474,BTI,FAI,8V601,8V,0,0,N32WA,WRF
69.584,-146.269,36505aae,A05728,170,1700,102,,C185,N1208F,1721874474,,,,,0,64,N1208F,
72.356,-18.217,364e6e79,86E430,149,38996,485,,B789,JA863J,1721874480,HND,LHR,JL41,JL,0,0,JAL41,JAL
70.446,24.48,365059a0,47812F,135,4900,120,,EH10,0281,1721874481,HFT,,,,0,0,SAVER30,NOW
69.303,83.69,36505949,151EC6,261,26350,390,,A321,RA-73414,1721874481,NSK,DME,S72582,S7,0,1152,SBI2582,SBI
69.278,88.148,364ff638,151D92,275,36000,440,,B738,RA-73106,1721874481,YKS,SVO,SU1753,SU,0,0,AFL1753,AFL
69.52,119.056,364f9e45,151DC2,89,37000,531,,A359,RA-73154,1721874484,SVO,PKC,SU1736,SU,0,0,AFL1736,AFL
70.089,166.892,364f7cfd,151EEE,96,37000,473,,A20N,RA-73454,1721874488,OVB,PWE,S75283,S7,0,0,SBI5283,SBI
64.376,-170.686,364ee7ef,78141E,95,37000,463,,B789,B-1119,1721874486,SZX,YVR,HU7959,HU,0,0,CHH7959,CHH
64.299,-168.557,364f26e5,781273,278,38000,490,,B744,B-1340,1721874480,DFW,HFE,Y87478,Y8,0,0,YZR7478,YZR
62.23,-159.128,36504164,AE11D8,116,31050,415,,E3TF,75-0558,1721874486,,,,,0,-64,CASHE51,RCH
65.712,-165.508,364fa485,AB2FFF,353,5700,150,,C208,N82RF,1721874480,OME,,,,0,0,N82RF,
61.506,-165.46,36505f2c,A1B157,104,2400,109,,C208,N208SM,1721874487,VAK,,,,0,1920,N208SM,
62.525,-164.883,365041e3,A4DA79,246,625,128,,PA31,N4112D,1721874467,BET,,,,0,-128,N4112D,
65.526,-164.343,36503d5b,A4CA73,204,10500,189,,C408,N408BA,1721874485,OTZ,,8E951,8E,0,0,BRG951,BRG
66.544,-162.722,36504afc,,7,4000,180,,,,1721874480,WMO,,7S48,7S,0,0,RYA48,
66.887,-162.577,36505cd2,A8881E,101,0,38,,E75L,N649QX,1721874487,OTZ,ANC,AS2100,AS,1,0,QXE2100,ASA
61.353,-161.541,3650581d,ADC50D,179,800,100,,C207,N9869M,1721874480,,,,,0,0,N9869M,
62.68,-161.478,364ef7e0,A5CD55,224,38000,456,,B744,N473MC,1721874486,ORD,ICN,5Y8242,5Y,0,0,GTI8242,GTI
64.045,-160.998,36503a03,AE080D,285,24000,447,,C17,99-0167,1721874487,EDF,,,,0,0,TOGO42,RCH
63.012,-155.49,36504272,A452C9,223,1500,100,,B212,N378PA,1721874480,MCG,,,,0,0,N378PA,
63.027,-156.035,365034c4,AA01B2,223,2000,160,,PC12,N744DA,1721874480,FAI,MCG,,,0,0,N744DA,VTS
64.803,-155.716,365045cc,AA6D1B,140,27000,238,,PC12,N771DT,1721874486,IAN,ANC,,,0,0,N771DT,
62.253,-152.958,364f2f78,780DA9,125,33000,485,,B77L,B-2027,1721874487,TAO,YVR,CZ421,CZ,0,0,CSN421,CSN
61.273,-151.558,3650576b,,114,1725,80,,PA18,,1721874487,,,,,0,-64,PA18,
62.589,-151.239,365024f2,A12723,148,3800,147,,C206,N1733R,1721874487,ANC,,,,0,-768,N1733R,
61.328,-149.852,36503650,71C045,97,9475,285,,B77L,HL8045,1721874487,ANC,DFW,KE277,KE,0,2816,KAL277,KAL
62.171,-149.643,36505047,A89D0A,14,23075,397,,E75L,N654QX,1721874485,ANC,FAI,AS2102,AS,0,1216,QXE2102,ASA
61.224,-149.82,36505598,A67B62,89,750,70,,CH7A,N5169X,1721874485,,,,,0,-64,N5169X,
61.549,-149.153,36505631,A6AD7D,13,3500,110,,C172,N52950,1721874480,MRI,,,,0,0,N52950,
61.593,-150.186,36505794,A8F0A8,111,1750,117,,C175,N6750E,1721874487,,,,,0,-256,N6750E,
61.329,-150.462,36505963,ADE6D4,213,0,41,,DHC2,N995SP,1721874487,,,,,1,0,N995SP,
61.733,-150.68,365047ec,A210E1,146,600,93,,DHC2,N232KT,1721874487,,,,,0,64,N232KT,
61.503,-150.638,36504f7a,A57EDF,152,4325,98,,C172,N453SP,1721874485,EDF,,,,0,832,N453SP,
61.754,-150.505,365051ac,A5AC1D,337,1400,120,,C206,N4649U,1721874487,ANC,,,,0,0,N4649U,
61.258,-150.428,364ffb89,A1B1AF,86,500,166,,C208,N208W,1721874487,KLG,,,,0,0,N208W,
61.314,-150.376,364f9817,7805DC,305,34000,451,,B77L,B-2076,1721874486,LAX,PVG,CK222,CK,0,0,CKK222,CKK
62.457,-150.22,36505b4f,AC3B1E,329,3625,122,,DH3T,N88765,1721874487,TKA,,,,0,896,N88765,
63.281,-150.184,36505acd,A4DA49,166,8825,159,,PA31,N41101,1721874487,,,,,0,320,N41101,
62.428,-150.182,36505d81,A18F8B,335,2850,139,,DH3T,N2YV,1721874487,TKA,,,,0,384,N2YV,
61.637,-150.135,3650243f,AAC721,136,8350,235,,DH8D,N794CP,1721874485,,,,,0,-1792,CON232,CON
