latitude,longitude,id,icao24bit,heading,altitude,groundSpeed,squawk,aircraftCode,registration,time,originAirportIata,destinationAirportIata,number,airlineIata,onGround,verticalSpeed,callsign,airlineIcao
88.878,-2.742,38394572,461F4E,153,39000,524,,A359,OH-LWG,1733357560,ICN,HEL,AY42,AY,0,0,FIN42,FIN
85.657,13.531,38393083,48AE25,168,34975,462,,B789,SP-LSF,1733357560,NRT,WAW,LO80,LO,0,0,LOT80,LOT
77.245,-178.718,3839ff90,800463,287,29996,451,,B77W,VT-ALN,1733357562,YVR,DEL,AI186,AI,0,0,AIC186,AIC
80.531,-125.344,38399914,86D9FC,58,39000,496,,B788,JA837J,1733357562,HND,LHR,JL41,JL,0,0,JAL41,JAL
75.77,-114.577,383a374e,8466C7,63,33000,498,,B748,JA13KZ,1733357566,ANC,AMS,KZ4,KZ,0,0,NCA004,NCA
81.854,-105.232,3839878a,87304A,76,37000,478,,B789,JA928A,1733357566,HND,MXP,NH207,NH,0,0,ANA207,ANA
78.133,-40.857,38393ff2,873334,126,38992,459,,B789,JA933A,1733357564,HND,MUC,NH217,NH,0,0,ANA217,ANA
79.561,-38.18,3839b9f3,789232,25,35004,502,,A35K,B-LXL,1733357564,YYZ,HKG,CX805,CX,0,0,CPA805,CPA
78.347,9.049,38392e28,461F4D,152,39000,488,,A359,OH-LWF,1733357569,NRT,HEL,AY74,AY,0,0,FIN74,FIN
70.857,-158.018,383ad2fe,A57B33,252,4700,174,,C208,N452T,1733357574,BRW,,,,0,0,N452T,WRF
69.893,-151.253,383a970f,AACE8F,353,9975,279,,DH8D,N796CP,1733357573,ANC,,,,0,-1280,CON231,CON
69.08,-105.035,383acdaf,C075FC,307,825,94,,AT43,C-GSRR,1733357575,YHK,YBB,5T676,5T,0,-448,AKT676,AKT
68.489,-91.639,383a49ad,780F3F,332,29996,434,,B77W,B-7367,1733357573,YYZ,PVG,MU208,MU,0,0,CES208,CES
72.063,-85.715,383a4ef3,A5FFF9,89,33000,486,,B744,N486MC,1733357573,ANC,RZE,,,0,0,CMB371,
72.921,-39.4,383a11a2,780A18,21,32000,473,,B77W,B-KPW,1733357573,JFK,HKG,CX831,CX,0,0,CPA831,CPA
69.684,18.984,383a80dd,47838C,126,0,0,,A139,LN-ODL,1733357495,TOS,TOS,DOC74,DO,1,0,DOC74,DOC
68.986,79.148,383a5953,151ECE,71,35000,493,,A320,RA-73422,1733357580,DME,,S72583,S7,0,0,SBI2583,SBI
70.544,159.435,3839bdc3,80153B,274,34000,447,,B77L,VT-AEI,1733357579,SFO,DEL,AI174,AI,0,0,AIC174,AIC
62.274,-172.617,383982cf,86CF16,233,40000,480,,B788,JA806A,1733357582,IAD,HND,NH101,NH,0,-64,ANA101,ANA
61.471,-165.793,383a99c2,A5828E,287,1275,142,,C208,N454SF,1733357583,BET,,,,0,0,N454SF,
64.491,-165.678,383adb4f,A11D1F,250,4225,202,,B190,N171CJ,1733357583,OME,SVA,8E853,8E,0,1856,BRG853,BRG
64.205,-164.64,38399354,71C042,246,34000,478,,B77W,HL8042,1733357584,BOS,ICN,KE92,KE,0,0,KAL092,KAL
64.392,-165.54,3839994e,A9F502,240,36000,474,,B772,N74007,1733357584,EWR,NRT,UA79,UA,0,0,UAL79,UAL
65.795,-165.302,383ad681,A5137D,140,15400,240,,BE20,N426SD,1733357557,SHH,,,,0,0,N426SD,
61.399,-165.069,383ac02e,ACEBBE,289,3425,152,,C208,N9310F,1733357583,BET,,,,0,-256,N9310F,
64.521,-164.988,383ace04,AA3B92,252,1900,180,,C208,N759BA,1733357563,ELI,,8E702,8E,0,-512,BRG702,BRG
64.553,-164.729,383ad687,A964E2,89,2600,130,,C208,N704RA,1733357568,OME,,7S704,7S,0,-64,RYA704,RYA
67.56,-164.142,383ad954,ADE199,136,5500,160,,C208,N994BA,1733357568,KVL,OTZ,8E671,8E,0,0,BRG671,BRG
62.252,-164.066,383ac180,A4DA79,326,2500,180,,PA31,N4112D,1733357563,BET,,,,0,-384,N4112D,
64.148,-163.77,383ad38a,AA77ED,119,15575,235,,BE20,N774AK,1733357570,OME,SMK,8E842,8E,0,0,BRG842,BRG
67.181,-163.322,383ad2a3,A50AAE,138,3200,160,,C212,N424CA,1733357563,KVL,,,,0,-64,N424CA,
62.05,-163.233,383abb41,A54847,89,1700,110,,PA31,N44AC,1733357568,BET,,,,0,0,N44AC,
61.593,-162.729,383aad8e,A81992,335,1000,110,,C207,N6207H,1733357568,MLL,,,,0,0,N6207H,
66.892,-162.604,383adcfb,ADE907,182,0,0,,C208,N996BA,1733357584,OTZ,PHO,8E663,8E,1,0,BRG663,BRG
61.351,-162.588,383ac049,A032FD,144,900,150,,C208,N1115M,1733357568,KSM,,,,0,0,N1115M,
64.399,-162.573,383aca1d,A80522,97,10025,155,,C208,N616BA,1733357583,OME,UNK,8E812,8E,0,0,BRG812,BRG
