latitude,longitude,id,icao24bit,heading,altitude,groundSpeed,squawk,aircraftCode,registration,time,originAirportIata,destinationAirportIata,number,airlineIata,onGround,verticalSpeed,callsign,airlineIcao
83.922,57.547,37908b79,8964B1,344,34000,492,,A388,A6-EVC,1729084191,DXB,SFO,EK225,EK,0,0,UAE51N,UAE
82.313,-50.178,37905500,4851AF,100,39000,484,,B789,PH-BHD,1729084201,,,OZ242,OZ,0,0,KLM862,KLM
78.156,-27.521,3790367b,394A04,128,36000,487,,B77W,F-GSQE,1729084201,NRT,CDG,AF245,AF,0,0,AFR245,AFR
78.246,15.493,37914e89,47A22C,67,0,2,,B738,LN-ENQ,1729084202,TOS,LYR,DY396,DY,1,0,NOZ396,NOZ
80.775,38.913,37909d69,75855B,83,37000,505,,A359,RP-C3508,1729084198,JFK,MNL,PR127,PR,0,0,PAL127,PAL
80.17,53.251,37909cf1,789234,87,37000,506,,A359,B-LQB,1729084198,JFK,HKG,CX843,CX,0,0,CPA843,CPA
81.355,62.537,37909338,89647C,348,34000,500,,A388,A6-EUR,1729084203,DXB,LAX,EK215,EK,0,0,UAE83M,UAE
80.476,63.574,37909c3f,896452,349,32000,502,,B77W,A6-EQC,1729084201,DXB,SEA,EK229,EK,0,0,UAE229,UAE
80.463,84.825,37907e83,789218,87,37000,505,,A35K,B-LXF,1729084201,BOS,HKG,CX811,CX,0,0,CPA811,CPA
77.438,114.001,379093c9,789231,179,36000,492,,A35K,B-LXK,1729084201,YYZ,HKG,CX829,CX,0,0,CPA829,CPA
72.259,-153.372,3790bca9,7BC009,274,36000,480,,B744,B-2409,1729084206,ORD,PVG,CA1018,CA,0,0,CAO1018,CAO
69.908,-106.909,379067d2,406F7C,96,39000,522,,B789,G-ZBKP,1729084205,HND,LHR,BA6,BA,0,0,BAW6,BAW
68.792,-81.091,3790bf74,480C43,248,40004,446,,A332,T-057,1729084208,CGN,YYC,OAN38,OA,0,0,MMF38,OAN
70.512,-79.846,3790c456,A50370,256,37000,259,,A339,N422DZ,1729084208,AMS,SEA,DL143,DL,0,0,DAL143,DAL
68.971,-61.671,3790da2b,C01049,263,35975,482,,B789,C-FGEI,1729084206,FRA,YVR,AC839,AC,0,0,ACA839,ACA
68.866,-60.849,3790de0c,,245,38000,465,,B763,,1729084204,,,,,0,64,B763,
72.25,-51.627,3790fcbd,3965B2,268,34000,477,,B77W,F-GZNS,1729084207,CDG,YVR,AF374,AF,0,0,AFR374G,AFR
69.145,-50.213,37916480,45A2C9,266,3575,121,,AS50,OY-HVI,1729084207,,,,,0,-192,OYHVI,
68.828,-34.869,37911428,4006C4,292,36000,491,,B772,G-VIIS,1729084206,LHR,SEA,BA53,BA,0,0,BAW5EA,BAW
72.577,-35.418,3790f76f,3C6516,289,36004,486,,A346,D-AIHV,1729084208,FRA,SEA,LH490,LH,0,0,DLH490,DLH
