latitude,longitude,id,icao24bit,heading,altitude,groundSpeed,squawk,aircraftCode,registration,time,originAirportIata,destinationAirportIata,number,airlineIata,onGround,verticalSpeed,callsign,airlineIcao
89.993,11.105,36e9f8cc,789215,300,37000,523,,A35K,B-LXC,1725252215,ORD,HKG,CX801,CX,0,0,CPA801,CPA
79.823,-80.8,36ea4fa7,896451,37,33000,506,,B77W,A6-EQB,1725253458,SEA,DXB,EK230,EK,0,0,UAE93Q,UAE
79.177,-58.32,36ea1dd1,80153D,37,33000,497,,B77L,VT-AEH,1725253466,SFO,DEL,AI174,AI,0,0,AIC174,AIC
71.594,-104.238,36ea4927,89655C,31,35000,510,,A388,A6-EVP,1725253464,SFO,DXB,EK226,EK,0,0,UAE41P,UAE
73.594,-99.789,36ea3c48,8964B7,33,35000,514,,A388,A6-EVI,1725253474,LAX,DXB,EK216,EK,0,0,UAE37V,UAE
68.887,-88.007,36ea76af,3C66C1,64,38992,510,,A359,D-AIVA,1725253474,YVR,MUC,LH477,LH,0,0,DLH477,DLH
69.072,-75.127,36ea60e3,3C7A44,74,37000,494,,A339,D-ANRD,1725253466,YVR,FRA,DE2455,DE,0,0,CFG2455,CFG
69.647,-27.122,36ea0fbc,7380C3,290,36000,527,,B789,4X-EDD,1725253473,TLV,LAX,LY5,LY,0,-192,ELY005,ELY
68.45,-4.17,36e9df5a,8004DA,271,36000,495,,B77L,VT-ALF,1725253470,DEL,EWR,AI105,AI,0,0,AIC105,AIC
68.897,1.92,36e9e9ed,8003E2,279,34000,501,,B77W,VT-ALJ,1725253478,DEL,ORD,AI127,AI,0,0,AIC127,AIC
69.679,18.91,36ead00f,45AC54,281,0,0,,A319,OY-KBT,1725253475,TOS,BOO,SK4561,SK,1,0,SAS4561,SAS
69.842,19.704,36eac37d,47809F,257,8025,248,,DH8C,LN-WFO,1725253478,LKL,TOS,WF991,WF,0,-2304,WIF46W,WIF
70.345,21.93,36eacaf7,47808F,243,13300,198,,DH8A,LN-WIG,1725253477,HFT,TOS,WF931,WF,0,768,WIF31T,WIF
69.927,22.228,36eaca67,4ACA04,265,12000,338,,B738,SE-RPD,1725253477,ALF,TOS,DY329,DY,0,0,NOZ329,NOZ
70.724,23.93,36eacf80,479D6C,76,3550,157,,DH8A,LN-FVB,1725253477,HFT,BVG,WF930,WF,0,1664,WIF61K,WIF
70.111,24.899,36eacafd,47873A,74,15400,206,,DH8A,LN-WIV,1725253478,ALF,BJF,WF942,WF,0,1088,WIF17P,WIF
69.97,66.217,36ea7e10,151D43,56,33000,425,,A21N,RA-73027,1725253475,DME,SBT,0E9051,0E,0,-64,NWC9051,NWC
68.641,75.151,36ea773b,151ED4,253,38025,468,,A20N,RA-73428,1725253475,YKS,DME,S73006,S7,0,64,SBI3006,SBI
69.14,83.617,36ea4989,151DAD,268,34000,496,,B77W,RA-73133,1725253476,UUS,SVO,SU1745,SU,0,0,AFL1745,AFL
71.832,88.341,36ea551a,151DBE,261,36000,479,,B77W,RA-73150,1725253470,PKC,SVO,SU1731,SU,0,0,AFL1731,AFL
70.921,152.396,36eaa151,151E3E,302,34000,472,,B77W,RA-73278,1725253474,DYR,SVO,SU6220,SU,0,0,SDM6220,SDM
66.705,-161.091,36ea98eb,A813F4,280,1900,100,,AS50,N62AR,1725253480,,,,,0,128,N62AR,BRG
61.25,-157.879,36ea0911,A97C49,269,38000,485,,B744,N710CK,1725253482,CVG,ICN,K4624,K4,0,0,CKS624,CKS
61.263,-155.377,36eac17b,AA01A2,267,38000,494,,B744,N744CK,1725253482,ANC,PVG,,,0,0,CKS918D,CKS
65.58,-154.134,36e9fc1c,781E2A,261,32000,489,,B77L,B-222H,1725253479,JFK,PVG,CK232,CK,0,0,CKK232,CKK
61.284,-153.672,36ea9aa0,ABAF47,269,38000,471,,B77L,N852FD,1725253479,ANC,KIX,FX5817,FX,0,0,FDX5817,FDX
61.286,-152.683,36eab707,AC10D8,270,36875,465,,B77L,N877FD,1725253481,ANC,ICN,FX5236,FX,0,1536,FDX5236,FDX
64.836,-151.085,36eaa444,AAA2D4,111,1300,160,,C46,N7848B,1725253477,,,,,0,0,N7848B,VTS
61.224,-150.241,36eacbf3,ADAEF6,250,6000,173,,BE20,N981BB,1725253482,ANC,,,,0,1728,N981BB,
64.899,-150.14,36ea8bff,A5CDFD,91,7100,164,,C208,N473TW,1725253480,OME,,,,0,-512,N473TW,FDY
64.821,-148.252,36ea47cb,A55C4A,97,2825,115,,C185,N4443R,1725253482,OME,,,,0,-128,N4443R,
64.819,-147.86,36ea35a0,ABFE1C,219,0,15,,B739,N872DN,1725253482,MSP,FAI,DL551,DL,1,0,DAL551,DAL
64.683,-147.699,36ea20e7,A44211,276,4400,209,,B38M,N37351,1725253482,ORD,FAI,UA2023,UA,0,-1216,UAL2023,UAL
61.383,-147.458,36eac525,A126C6,87,26000,441,,B38M,N17303,1725253481,ANC,EWR,UA1660,UA,0,832,UAL1660,UAL
62.47,-145.377,36e92ef4,76CCE1,71,41000,512,,A359,9V-SGA,1725253481,SIN,EWR,SQ22,SQ,0,0,SIA22,SIA
61.34,-140.655,36eab8ae,A44212,89,33000,492,,B38M,N37352,1725253479,ANC,IAD,UA1698,UA,0,64,UAL1698,UAL
63.745,-138.533,36eab492,C065C7,320,11625,242,,BE20,C-GMOC,1725253478,YXY,YDA,AKN513,AK,0,0,AKN513,AKN
64.214,-136.443,36ea40d3,781E2B,282,32000,476,,B77L,B-222J,1725253480,ORD,PVG,CK226,CK,0,0,CKK226,CKK
61.924,-135.528,36ea9ca3,8990A5,85,33000,507,,B77L,B-18773,1725253482,ANC,JFK,CI5322,CI,0,-64,CAL5322,CAL
61.318,-128.08,36ea5524,780AEC,295,32000,428,,B77L,B-2042,1725253482,ORD,PVG,CZ438,CZ,0,0,CSN438,CSN
61.539,-123.487,36ea7f54,7802FD,94,33000,524,,B744,B-2422,1725253474,ANC,JFK,O3333,O3,0,0,CSS333,CSS
61.574,-114.745,36ea9606,A7FBB3,101,33000,564,,B748,N613UP,1725253480,ANC,JFK,5X1935,5X,0,0,UPS1935,UPS
67.089,-114.61,36ea3c73,A4C02D,272,36000,428,,B744,N405KZ,1725253478,JFK,ICN,5Y8240,5Y,0,0,GTI8240,GTI
63.452,-101.382,36ea85da,4CC2A7,47,35000,476,,B752,TF-FIP,1725253482,SEA,KEF,FI682,FI,0,64,ICE12E,ICE
63.493,-94.59,36ea80e9,3C6707,61,39000,511,,A359,D-AIXG,1725253481,SEA,MUC,LH489,LH,0,0,DLH489,DLH
62.358,-90.705,36ea5c50,47880D,55,37000,478,,A333,LN-RKT,1725253481,SFO,CPH,SK936,SK,0,0,SAS936,SAS
63.279,-90.02,36ea8fa9,C0656F,63,37000,496,,B789,C-GMKS,1725253481,YYC,LHR,WS18,WS,0,0,WJA18,WJA
64.938,-85.539,36ea6964,A4E35F,74,38000,489,,A339,N414DZ,1725253482,SEA,CDG,DL80,DL,0,0,DAL80,DAL
64.939,-85.53,36ea69cf,A4C34C,74,37000,492,,A339,N406DX,1725253474,SEA,AMS,DL144,DL,0,0,DAL144,DAL
65.359,-81.297,36ea81ce,C023C5,74,38996,499,,B789,C-FNOE,1725253474,YYC,LHR,AC850,AC,0,0,ACA850,ACA
65.006,-79.958,36ea79b8,C04FF4,72,37000,469,,B38M,C-GEHF,1725253482,YYC,KEF,WS38,WS,0,0,WJA38,WJA
65.57,-75.225,36ea7921,C079CE,76,34975,483,,B789,C-GUDH,1725253486,YYC,CDG,WS10,WS,0,0,WJA10,WJA
67.972,-70.443,36ea5d4d,4850F5,80,35000,504,,B77W,PH-BVO,1725253482,YVR,AMS,KL682,KL,0,0,KLM226,KLM
65.315,-69.74,36eac14a,,341,26000,290,,BE20,,1725253483,,,,,0,0,BE20,
66.07,-66.84,36ea6db5,C06022,88,37000,496,,B789,C-GKKN,1725253486,YYC,EDI,WS60,WS,0,0,WJA60,WJA
63.543,-66.713,36ea570b,3C7A4F,89,39000,492,,A339,D-ANRO,1725253483,SEA,FRA,DE2029,DE,0,64,CFG2029,CFG
66.03,-61.03,36ea6742,C085D5,93,37000,498,,B789,C-GYRS,1725253482,YYC,FCO,WS32,WS,0,0,WJA32,WJA
62.508,-61.023,36ea30e4,06A12B,90,35000,529,,A35K,A7-ANO,1725253478,SFO,DOH,QR738,QR,0,0,QTR47H,QTR
61.304,-54.677,36ea46b0,406ECC,95,38975,533,,B789,G-VFAN,1725253486,SEA,LHR,VS106,VS,0,0,VIR106F,VIR
61.577,-54.226,36ea3eff,4B1901,103,33000,518,,A343,HB-JMF,1725253482,YVR,ZRH,WK11,WK,0,0,EDW11K,EDW
62.327,-53.915,36ea47ad,A797D9,247,32000,418,,MD11,N589FE,1725253485,CDG,MEM,FX9005,FX,0,64,FDX9005,FDX
62.265,-49.077,36e9f7e3,4BA9D4,242,36000,417,,A333,TC-JNT,1725253482,IST,JFK,TK111,TK,0,0,THY111,THY
64.338,-46.116,36ea3a05,3C4A8B,113,35000,524,,B744,D-ABTK,1725253482,YVR,FRA,LH493,LH,0,0,DLH493,DLH
67.927,-39.498,36ea3532,06A2C7,106,33000,496,,B77W,A7-BEX,1725253478,SEA,DOH,QR720,QR,0,0,QTR98P,QTR
64.92,-39.052,36e9ff05,A1F1A0,99,37000,523,,B772,N224UA,1725253483,SFO,AMS,UA968,UA,0,0,UAL968,UAL
67.158,-38.395,36ea6aaa,407FD2,259,32000,487,,B77L,G-DHLU,1725253482,LEJ,CVG,D02,D0,0,-64,DHK002,DHK
61.491,-37.955,36ea5533,4CC2AE,64,35000,500,,B753,TF-FIX,1725253481,MSP,KEF,FI656,FI,0,0,ICE656,ICE
61.662,-35.642,36ea24af,C01074,101,37000,543,,B789,C-FGFZ,1725253482,YVR,DUB,AC918,AC,0,-64,ACA918,ACA
62.154,-34.843,36ea6363,4CC52B,67,34000,501,,B39M,TF-ICA,1725253482,JFK,KEF,FI614,FI,0,0,ICE614,ICE
64.487,-33.964,36e9f750,AA99B7,103,37000,517,,B772,N782UA,1725253485,SFO,CDG,UA990,UA,0,0,UAL990,UAL
62.326,-33.955,36ea5f0d,4CC53A,67,35000,508,,B38M,TF-ICL,1725253482,BWI,KEF,FI642,FI,0,0,ICE42P,ICE
62.651,-32.296,36ea5a15,4CC510,66,37000,498,,B38M,TF-ICU,1725253482,DTW,KEF,FI872,FI,0,0,ICE32U,ICE
62.857,-31.326,36ea5bee,4CC279,67,38000,487,,B763,TF-ISO,1725253485,EWR,KEF,FI622,FI,0,0,ICE622,ICE
63.008,-31.284,36ea5a88,4CC548,69,35000,501,,B39M,TF-ICD,1725253485,IAD,KEF,FI644,FI,0,64,ICE2B,ICE
65.914,-30.802,36ea1a63,4CC2A5,113,37000,474,,B752,TF-FIR,1725253485,SEA,KEF,FI680,FI,0,0,ICE680,ICE
63.215,-28.861,36ea5685,AB313C,68,37000,498,,B752,N820DX,1725253485,DTW,KEF,DL236,DL,0,0,DAL236,DAL
66.451,-28.791,36e965bf,C01732,280,36000,497,,B77L,C-FIUJ,1725253485,DEL,YYZ,AC43,AC,0,0,ACA43,ACA
