latitude,longitude,id,icao24bit,heading,altitude,groundSpeed,squawk,aircraftCode,registration,time,originAirportIata,destinationAirportIata,number,airlineIata,onGround,verticalSpeed,callsign,airlineIcao
85.021,-21.474,36d34c92,896455,98,33000,507,,B77W,A6-EQF,1724738678,SEA,DXB,EK230,EK,0,0,UAE93Q,UAE
81.415,-84.634,36d3310b,89645A,46,35000,512,,A388,A6-EUE,1724738687,LAX,DXB,EK216,EK,0,0,UAE37V,UAE
77.17,-5.703,36d2d84a,8004DB,275,36000,484,,B77L,VT-ALG,1724738690,DEL,ORD,AI127,AI,0,0,AIC127,AIC
76.858,10.767,36d30b42,06A121,312,36000,501,,A35K,A7-ANE,1724738672,DOH,LAX,QR741,QR,0,0,QTR62P,QTR
76.013,19.69,36d2e244,8015A5,279,35000,495,,B77W,VT-AEM,1724738693,BOM,JFK,AI119,AI,0,0,AIC119,AIC
69.579,-163.024,36d3340f,86DCA2,25,39000,510,,B788,JA840J,1724738696,HND,HEL,JL47,JL,0,-64,JAL47,JAL
72.155,-150.102,36d344dc,780C5C,277,34000,432,,B77L,B-2092,1724738695,ORD,PVG,CAO1016,CA,0,0,CAO1016,CAO
70.344,-149.379,36d3d219,A71A72,75,2200,243,,LJ45,N557LM,1724738695,ANC,UUK,,,0,64,N557LM,
74.592,-105.761,36d36c54,896472,27,35004,508,,A388,A6-EUH,1724738698,SFO,DXB,EK226,EK,0,0,UAE41P,UAE
69.348,-72.367,36d38f8c,3C66C3,78,39000,530,,A359,D-AIVC,1724738698,YVR,MUC,LH477,LH,0,0,DLH477,DLH
70.868,-66.321,36d387f9,4D243D,65,40975,531,,GL7T,9H-VIO,1724738698,YYJ,BMA,VJT793,VJ,0,0,VJT793,VJT
69.852,-58.214,36d37046,06A2C5,102,33000,565,,B77W,A7-BEV,1724738693,SEA,DOH,QR720,QR,0,0,QTR98P,QTR
70.087,-44.851,36d30bb3,7380CA,270,35975,486,,B789,4X-EDL,1724738698,TLV,LAX,LY5,LY,0,0,ELY005,ELY
73.175,-26.717,36d2ba25,800733,245,37975,474,,B788,VT-ANM,1724738702,DEL,IAD,AI103,AI,0,0,AIC103,AIC
